Arquivo,Real_mm2,IA_mm2,Erro_Abs_mm2,Erro_Perc,N_Colonias,Px_Escala,Fator_Conv
d1_t2_100uL_r1,66.53,72.65051662209845,6.1205166220984495,9.199634183223282,1,1263980.0,0.001266
d1_t2_100uL_r2,63.46,69.58539097081503,6.125390970815026,9.65236522347152,1,1248296.5,0.001282
d1_t2_100uL_r3,77.34,95.59393624139709,18.253936241397085,23.602193226528424,1,1248631.5,0.001281
d1_t2_100uL_r3B,135.95,144.64752164333862,8.697521643338632,6.3975885570714475,1,1266787.0,0.001263
d1_t2_100uL_r4,84.49,87.83741950111401,3.347419501114018,3.961912061917409,1,1261430.5,0.001268
d1_t2_100uL_r5,70.06,73.87007193406669,3.810071934066684,5.438298507089186,1,1253509.0,0.001276
d1_t2_20uL_r1,177.1,186.13623904610483,9.03623904610484,5.102337123718147,1,1244078.0,0.001286
d1_t2_20uL_r2,101.89,99.72925654497324,2.1607434550267612,2.1206629257304557,1,1246013.5,0.001284
d1_t2_20uL_r3,112.41,129.22629557879753,16.816295578797536,14.959786121161406,1,1247647.0,0.001282
d1_t2_20uL_r4,113.82,108.9472498214066,4.872750178593392,4.281101896497446,1,1251446.0,0.001279
d1_t2_20uL_r5,105.24,108.31726671388611,3.077266713886118,2.9240466684588733,1,1249485.0,0.001281
d1_t2_40uL_r1,104.27,101.9526013190896,2.317398680910401,2.222498015642467,1,1244570.5,0.001286
d1_t2_40uL_r2,78.92,79.21554208439083,0.2955420843908314,0.3744831277126602,1,1256511.0,0.001273
d1_t2_40uL_r3,152.11,169.00953813463212,16.89953813463211,11.110077006529556,1,1256535.0,0.001273
d1_t2_40uL_r4,84.79,86.38764742641533,1.597647426415321,1.8842403896866624,1,1264190.0,0.001266
d1_t2_40uL_r5,87.8,91.52911150103685,3.7291115010368543,4.2472796139371916,1,1253800.0,0.001276
d1_t2_60uL_r1,161.48,168.98116737679456,7.5011673767945695,4.645260946739268,1,1252826.0,0.001277
d1_t2_60uL_r2,169.72,184.60044750232797,14.880447502327968,8.767645240589186,1,1246250.5,0.001284
d1_t2_60uL_r3,76.68,82.95032238762693,6.270322387626919,8.177259243123263,1,1248419.5,0.001282
d1_t2_60uL_r4,119.48,137.6567694031291,18.176769403129086,15.213231840583433,1,1248729.0,0.001281
d1_t2_60uL_r5,83.84,88.04801739152035,4.208017391520343,5.019104713168348,1,1247964.5,0.001282
d1_t2_80uL_r1,75.43,82.82036526158623,7.390365261586226,9.797647171664092,1,1264162.5,0.001266
d1_t2_80uL_r2,101.18,113.17574958253789,11.995749582537883,11.855850546093972,1,1270774.0,0.001259
d1_t2_80uL_r3,69.13,78.28796139744296,9.15796139744296,13.247448860759384,1,1263336.0,0.001266
d1_t2_80uL_r4,97.31,101.5106588297219,4.2006588297219025,4.316780217574661,1,1253890.0,0.001276
d1_t2_80uL_r5,73.35,77.52652881532057,4.17652881532058,5.693972481691317,1,1260657.5,0.001269
d1_t3_100uL_r1,66.55,61.27729677663517,5.272703223364829,7.922919944950907,1,1272288.5,0.001258
d1_t3_100uL_r2,78.02,80.30375550457715,2.283755504577158,2.927141123528785,1,1260882.5,0.001269
d1_t3_100uL_r3,61.11,66.10210931425141,4.992109314251408,8.169054678860102,1,1269962.5,0.00126
d1_t3_100uL_r4,65.6,67.41743784978546,1.8174378497854633,2.7704845271119867,1,1271315.0,0.001259
d1_t3_100uL_r5,54.49,60.25547030699807,5.765470306998068,10.58078602862556,1,1258933.0,0.001271
d1_t3_20uL_r1,68.76,68.28615839220538,0.4738416077946255,0.6891239205855518,1,1261280.5,0.001269
d1_t3_20uL_r2,71.44,69.77842458822056,1.6615754117794381,2.325833443140311,1,1296962.5,0.001234
d1_t3_20uL_r3,47.98,51.58401384120731,3.604013841207312,7.511491957497525,1,1285437.0,0.001245
d1_t3_20uL_r4,47.86,53.0544591738908,5.194459173890799,10.853445829274548,1,1279334.5,0.001251
d1_t3_20uL_r5,57.89,62.03618865972313,4.14618865972313,7.162184590988304,1,1283496.0,0.001247
d1_t3_40uL_r1,65.33,54.74699561011462,10.583004389885382,16.199302601998138,1,1258575.0,0.001271
d1_t3_40uL_r2,62.36,68.66839585327294,6.308395853272941,10.116093414485153,1,1264756.5,0.001265
d1_t3_40uL_r3,53.01,111.09578442390739,58.08578442390739,109.57514511206827,1,1273740.5,0.001256
d1_t3_40uL_r4,75.58,79.43852319821897,3.8585231982189754,5.105217250885122,1,1273427.5,0.001256
d1_t3_40uL_r5,61.92,62.809671008612824,0.8896710086128223,1.4368071844522325,1,1254698.5,0.001275
d1_t3_60uL_r1,58.95,63.68093565442587,4.7309356544258705,8.02533613982336,1,1267305.5,0.001263
d1_t3_60uL_r2,52.91,57.96008749768346,5.050087497683464,9.544674915296662,1,1262662.0,0.001267
d1_t3_60uL_r3,59.55,60.048173947008664,0.4981739470086666,0.8365641427517492,1,1259602.0,0.00127
d1_t3_60uL_r4,43.75,53.33890688682203,9.58890688682203,21.917501455593214,1,1258323.5,0.001272
d1_t3_60uL_r5,68.7,74.19936903102204,5.4993690310220416,8.004903975286815,1,1269951.5,0.00126
d1_t3_80uL_r1,64.99,64.37922014814633,0.610779851853664,0.9398058960665704,1,1300606.0,0.00123
d1_t3_80uL_r2,53.03,61.70881309958016,8.678813099580161,16.3658553640961,1,1264895.5,0.001265
d1_t3_80uL_r3,54.47,61.924486080768524,7.454486080768525,13.685489408423951,1,1262893.0,0.001267
d1_t3_80uL_r3B,57.03,61.167027262113876,4.137027262113875,7.254124604793749,1,1274974.5,0.001255
d1_t3_80uL_r4,62.37,74.68424767479827,12.314247674798274,19.743863515790082,1,1278652.5,0.001251
d1_t3_80uL_r5,56.78,63.86961947477419,7.089619474774189,12.48612094888022,1,1273319.0,0.001257
d1_t4_100uL_r1,62.42,69.30355852769937,6.883558527699364,11.027809240146368,1,1257528.5,0.001272
d1_t4_100uL_r2,73.67,72.53607129761014,1.1339287023898663,1.5392000846882943,1,1254460.0,0.001275
d1_t4_100uL_r3,65.98,69.44047405761081,3.46047405761081,5.244731824205531,1,1267019.0,0.001263
d1_t4_100uL_r4,44.69,49.51834250579753,4.828342505797529,10.804078106505996,1,1272740.5,0.001257
d1_t4_100uL_r5,62.97,71.30502585439214,8.335025854392143,13.236502865479027,1,1286338.5,0.001244
d1_t4_100uL_r6,61.85,66.71761766156615,4.86761766156615,7.870036639557236,1,1291437.0,0.001239
d1_t4_20uL_r1,49.52,59.89358509956049,10.373585099560486,20.948273625929897,1,1274727.5,0.001255
d1_t4_20uL_r2,67.64,100.0395042161084,32.3995042161084,47.89991752825014,1,1254296.5,0.001276
d1_t4_20uL_r3,62.41,70.09845023392356,7.688450233923561,12.319260108834419,1,1252866.5,0.001277
d1_t4_20uL_r4,55.65,60.929803673455275,5.279803673455277,9.48751783190526,1,1243897.0,0.001286
d1_t4_20uL_r5,70.12,72.78143253419623,2.661432534196223,3.7955398377014014,1,1244801.0,0.001285
d1_t4_40uL_r1,62.27,69.93950958908239,7.669509589082388,12.316540210506483,1,1260861.0,0.001269
d1_t4_40uL_r2,61.16,65.82400053251048,4.664000532510485,7.625900151259786,1,1261947.0,0.001268
d1_t4_40uL_r3,58.61,61.09484461833436,2.484844618334364,4.239625692431947,1,1284337.5,0.001246
d1_t4_40uL_r4,53.79,57.662566217162706,3.8725662171627064,7.199416652096498,1,1267137.5,0.001263
d1_t4_40uL_r5,74.89,77.36290636825886,2.4729063682588617,3.3020514998783037,1,1254927.0,0.001275
d1_t4_60uL_r1,96.7,106.90169908765765,10.201699087657644,10.549843937598391,1,1254408.5,0.001276
d1_t4_60uL_r2,65.39,67.74135034365744,2.351350343657444,3.5958867466851867,1,1262449.0,0.001267
