epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,27.5592,0.69069,1.55735,2.09263,0.99579,0,0.99659,0.62482,0.76878,0.67579,0.99659,0.62482,0.7703,0.70436,0.69552,0.85797,1.86915,0.9027,0,0.00045009,0.00045009,0.00045009
2,45.9424,0.64656,0.78446,0.91669,0.9246,0,0.93451,0.28379,0.71245,0.62684,0.93451,0.28379,0.71395,0.62383,0.65063,1.16193,2.26678,0.89575,0,0.000907773,0.000907773,0.000907773
3,62.5192,0.62798,0.8023,0.83103,0.93695,0,0.93138,0.71142,0.75203,0.62555,0.93147,0.71207,0.75468,0.65474,0.78239,1.22873,1.37209,0.95962,0,0.00135621,0.00135621,0.00135621
4,76.649,0.64558,0.79935,0.78718,0.93295,0,0.89892,0.79297,0.88521,0.75954,0.89892,0.79297,0.88486,0.76765,0.65062,0.87645,0.96427,0.85666,0,0.00161749,0.00161749,0.00161749
5,89.5718,0.61379,0.80678,0.70621,0.91849,0,0.9846,0.89229,0.96234,0.81092,0.97877,0.88552,0.96102,0.85579,0.61166,0.78881,0.68498,0.85408,0,0.00160099,0.00160099,0.00160099
6,103.697,0.58069,0.75425,0.64762,0.91028,0,0.97366,0.93519,0.97731,0.84291,0.92805,0.89352,0.89415,0.66215,0.54135,2.56063,0.66374,0.83317,0,0.00158448,0.00158448,0.00158448
7,114.502,0.58485,0.73693,0.60605,0.90898,0,0.97326,0.8456,0.98031,0.85605,0.97326,0.8456,0.97447,0.83582,0.53414,0.82911,0.58879,0.84105,0,0.00156798,0.00156798,0.00156798
8,125.939,0.57806,0.71444,0.58646,0.90416,0,0.99591,0.93184,0.9944,0.87978,0.99591,0.93184,0.9944,0.87751,0.52138,0.67354,0.55539,0.83092,0,0.00155148,0.00155148,0.00155148
9,139.024,0.56972,0.7003,0.56074,0.90665,0,0.79279,0.87963,0.87767,0.7705,0.79279,0.87963,0.87875,0.76714,0.54264,0.76362,0.74832,0.84019,0,0.00153497,0.00153497,0.00153497
10,150.347,0.55235,0.69391,0.52829,0.895,0,0.85315,0.83333,0.87429,0.78762,0.85315,0.83333,0.87429,0.78242,0.53809,0.77328,0.69049,0.85657,0,0.00151847,0.00151847,0.00151847
11,162.171,0.57113,0.73008,0.50232,0.89834,0,0.99521,0.99074,0.99482,0.879,0.99521,0.99074,0.99482,0.88011,0.49726,0.67707,0.40791,0.8159,0,0.00150197,0.00150197,0.00150197
12,174.048,0.56302,0.71463,0.48847,0.90719,0,0.99392,0.97655,0.99368,0.8648,0.99392,0.97655,0.99368,0.88635,0.51467,0.69796,0.44868,0.82844,0,0.00148546,0.00148546,0.00148546
13,185,0.53958,0.67438,0.46906,0.90701,0,0.9907,0.99537,0.99491,0.88102,0.9907,0.99537,0.99491,0.86879,0.48227,0.69653,0.4003,0.81908,0,0.00146896,0.00146896,0.00146896
14,196.552,0.53191,0.66957,0.45247,0.89137,0,0.99283,0.99322,0.99472,0.87434,0.99283,0.99322,0.99472,0.85636,0.471,0.68782,0.39367,0.81514,0,0.00145246,0.00145246,0.00145246
