epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,39.8714,0.70287,1.79796,2.35252,1.06978,0,0.99992,0.54986,0.79579,0.7044,0.99992,0.54986,0.79579,0.72961,0.66228,1.21384,2.30564,1.15514,0,0.00045009,0.00045009,0.00045009
2,65.1754,0.62258,0.84427,1.24224,0.97843,0,0.97396,0.77982,0.80522,0.71677,0.96868,0.7844,0.81121,0.7511,0.70804,1.99595,1.91002,1.16011,0,0.000907773,0.000907773,0.000907773
3,84.328,0.62264,0.83639,1.0804,0.97116,0,0.95995,0.8211,0.88708,0.72124,0.95739,0.8211,0.88731,0.75998,0.69914,1.18634,1.28704,1.12709,0,0.00135621,0.00135621,0.00135621
4,101.923,0.65175,0.81556,1.03435,0.97247,0,0.95354,0.83945,0.90096,0.76253,0.94057,0.83028,0.89466,0.77022,0.68661,1.31807,1.11815,1.0775,0,0.00161749,0.00161749,0.00161749
5,119.005,0.59664,0.75552,0.87087,0.95161,0,0.74731,0.94783,0.90808,0.78184,0.74473,0.94333,0.90312,0.77712,0.58429,1.25907,1.05549,1.01159,0,0.00160099,0.00160099,0.00160099
6,135.922,0.57697,0.7318,0.76521,0.93514,0,0.97496,0.95872,0.9808,0.85679,0.97496,0.95872,0.98431,0.86666,0.54128,0.80172,0.62222,0.9806,0,0.00158448,0.00158448,0.00158448
7,152.793,0.57795,0.75134,0.69665,0.93782,0,0.99058,0.99083,0.9934,0.86567,0.98597,0.98624,0.98279,0.86967,0.53062,0.82531,0.5628,0.97167,0,0.00156798,0.00156798,0.00156798
8,169.801,0.55785,0.76352,0.64223,0.9294,0,0.96469,0.98165,0.98321,0.84794,0.96469,0.98165,0.98321,0.87714,0.53356,0.81491,0.55187,0.98681,0,0.00155148,0.00155148,0.00155148
9,186.734,0.55569,0.72725,0.59926,0.94958,0,0.98555,0.947,0.98137,0.86682,0.98555,0.947,0.98278,0.88054,0.50156,0.73939,0.51949,0.96581,0,0.00153497,0.00153497,0.00153497
10,203.659,0.55043,0.71098,0.54175,0.92695,0,0.9873,0.99083,0.99402,0.86839,0.9873,0.99083,0.99402,0.88862,0.51411,0.74248,0.38661,0.95492,0,0.00151847,0.00151847,0.00151847
11,220.245,0.54223,0.72932,0.51892,0.9258,0,0.98237,0.93119,0.96604,0.84707,0.98237,0.93119,0.96604,0.87012,0.51059,0.80347,0.46215,0.98119,0,0.00150197,0.00150197,0.00150197
12,236.931,0.53939,0.75664,0.50533,0.93283,0,0.98705,0.91905,0.99012,0.86961,0.98705,0.91905,0.99073,0.8842,0.50466,0.71195,0.45284,0.96969,0,0.00148546,0.00148546,0.00148546
13,253.69,0.53681,0.73011,0.48408,0.92983,0,0.89915,0.97706,0.99172,0.88096,0.89915,0.97706,0.99172,0.88771,0.4903,0.72068,0.47425,0.94612,0,0.00146896,0.00146896,0.00146896
14,271.717,0.51909,0.69124,0.44281,0.91809,0,0.98807,0.97152,0.98883,0.86739,0.98807,0.97152,0.98883,0.8894,0.53831,0.72018,0.37371,0.98868,0,0.00145246,0.00145246,0.00145246
15,288.392,0.54508,0.73065,0.43803,0.92587,0,0.98652,0.98673,0.99372,0.89401,0.98652,0.98673,0.99372,0.89997,0.45449,0.67888,0.33394,0.94058,0,0.00143595,0.00143595,0.00143595
16,305.292,0.51789,0.68173,0.4085,0.91929,0,0.9878,0.97706,0.98468,0.88438,0.9878,0.97706,0.98215,0.89035,0.48324,0.71923,0.36866,0.96172,0,0.00141945,0.00141945,0.00141945
17,322.023,0.52351,0.68775,0.41752,0.91713,0,0.98578,0.97706,0.9913,0.88302,0.98578,0.97706,0.98776,0.89613,0.46729,0.69518,0.33692,0.94673,0,0.00140295,0.00140295,0.00140295
18,338.377,0.49601,0.68233,0.39041,0.90917,0,0.97901,0.98094,0.9887,0.8932,0.98361,0.98548,0.98899,0.88729,0.45913,0.70858,0.31694,0.93899,0,0.00138644,0.00138644,0.00138644
19,354.747,0.49617,0.67707,0.39161,0.91219,0,0.98649,0.97248,0.9841,0.88494,0.98649,0.97248,0.98704,0.8915,0.45364,0.70258,0.35237,0.93808,0,0.00136994,0.00136994,0.00136994
20,371.083,0.48943,0.6825,0.36368,0.90882,0,0.97894,0.97248,0.98337,0.88122,0.97894,0.97248,0.98337,0.87677,0.45925,0.72762,0.33355,0.93498,0,0.00135344,0.00135344,0.00135344
21,387.612,0.50665,0.69491,0.36894,0.90628,0,0.98947,0.97706,0.98891,0.88612,0.9889,0.97873,0.989,0.89068,0.48425,0.69902,0.30836,0.95285,0,0.00133693,0.00133693,0.00133693
22,404.199,0.48618,0.66324,0.35848,0.9064,0,0.97981,0.98624,0.9905,0.8908,0.97981,0.98624,0.98877,0.89148,0.4752,0.70069,0.29842,0.95294,0,0.00132043,0.00132043,0.00132043
23,420.606,0.51856,0.67346,0.35808,0.90229,0,0.98945,0.98617,0.99076,0.89567,0.98945,0.98617,0.98738,0.89603,0.46719,0.72063,0.29523,0.94672,0,0.00130393,0.00130393,0.00130393
24,437.166,0.49527,0.67683,0.3437,0.90811,0,0.98682,0.98165,0.98781,0.89582,0.98682,0.98165,0.98821,0.9019,0.43027,0.67928,0.29829,0.93072,0,0.00128742,0.00128742,0.00128742
25,453.823,0.49207,0.65913,0.34407,0.89861,0,0.98872,0.98165,0.98854,0.8851,0.98872,0.98165,0.986,0.89616,0.45983,0.68936,0.28583,0.95055,0,0.00127092,0.00127092,0.00127092
26,470.504,0.51355,0.69313,0.34969,0.91123,0,0.96437,0.98165,0.98326,0.88504,0.98449,0.95413,0.98017,0.89141,0.45135,0.71778,0.28728,0.95535,0,0.00125442,0.00125442,0.00125442
27,486.911,0.47434,0.6532,0.32596,0.90328,0,0.98669,0.99461,0.9936,0.90162,0.98669,0.99461,0.9936,0.898,0.44825,0.68171,0.31895,0.93836,0,0.00123791,0.00123791,0.00123791
28,503.488,0.48202,0.65833,0.3243,0.90854,0,0.98393,0.9719,0.98484,0.89473,0.97009,0.99046,0.98913,0.89547,0.43629,0.71219,0.27641,0.94097,0,0.00122141,0.00122141,0.00122141
29,519.999,0.46097,0.64501,0.31485,0.88916,0,0.95929,0.95872,0.97461,0.87892,0.95929,0.95872,0.97589,0.88655,0.46741,0.77209,0.31487,0.96852,0,0.00120491,0.00120491,0.00120491
30,536.38,0.49007,0.63756,0.32575,0.90891,0,0.98834,0.97173,0.99172,0.89215,0.98834,0.97173,0.99172,0.89829,0.45758,0.69829,0.28936,0.95512,0,0.0011884,0.0011884,0.0011884
31,553.123,0.4822,0.65056,0.32043,0.89893,0,0.98715,0.98165,0.98948,0.89899,0.98715,0.98165,0.98948,0.89647,0.44864,0.70271,0.2824,0.93639,0,0.0011719,0.0011719,0.0011719
32,569.614,0.48185,0.66169,0.32782,0.9034,0,0.98547,0.98624,0.99394,0.89465,0.98547,0.98624,0.99394,0.89409,0.44024,0.6885,0.27392,0.92311,0,0.0011554,0.0011554,0.0011554
33,586.266,0.48671,0.65189,0.31471,0.90314,0,0.99278,0.99541,0.99477,0.90561,0.99278,0.99541,0.99477,0.89985,0.43197,0.67701,0.246,0.92739,0,0.00113889,0.00113889,0.00113889
34,602.726,0.47496,0.66047,0.30999,0.88994,0,0.99197,0.99083,0.99348,0.89752,0.98731,0.98624,0.98879,0.88682,0.43014,0.71593,0.25964,0.9301,0,0.00112239,0.00112239,0.00112239
35,619.124,0.47404,0.66794,0.30922,0.906,0,0.98837,0.98003,0.99336,0.90373,0.97897,0.97793,0.9922,0.90536,0.43269,0.67157,0.26712,0.92441,0,0.00110589,0.00110589,0.00110589
36,635.663,0.46327,0.65978,0.31253,0.8978,0,0.96861,0.97706,0.99075,0.90245,0.96861,0.97706,0.99125,0.90499,0.43575,0.65451,0.26262,0.93239,0,0.00108938,0.00108938,0.00108938
37,652.046,0.48006,0.65578,0.313,0.90276,0,0.98444,0.98143,0.98511,0.89784,0.98444,0.98143,0.98463,0.89631,0.42762,0.70782,0.27396,0.93998,0,0.00107288,0.00107288,0.00107288
38,668.329,0.46588,0.6425,0.29945,0.88907,0,0.98417,0.97706,0.99323,0.90688,0.98417,0.97706,0.99323,0.91203,0.42495,0.67972,0.25449,0.93392,0,0.00105638,0.00105638,0.00105638
39,684.832,0.46258,0.63319,0.29301,0.89499,0,0.97804,0.94653,0.98353,0.88984,0.97804,0.94653,0.98353,0.89697,0.43448,0.68054,0.29189,0.93455,0,0.00103987,0.00103987,0.00103987
40,701.137,0.45721,0.64706,0.30511,0.90257,0,0.98509,0.98624,0.98631,0.89721,0.98703,0.98055,0.98261,0.89304,0.41925,0.71428,0.28282,0.92689,0,0.00102337,0.00102337,0.00102337
41,717.657,0.46294,0.65396,0.29383,0.89399,0,0.98249,0.97706,0.98732,0.89546,0.98249,0.97706,0.98732,0.90284,0.44957,0.6955,0.28521,0.93995,0,0.00100687,0.00100687,0.00100687
42,734.028,0.45552,0.62593,0.28259,0.88731,0,0.9886,0.98598,0.99285,0.90314,0.9886,0.98598,0.99285,0.90049,0.43185,0.7182,0.244,0.94067,0,0.000990365,0.000990365,0.000990365
43,750.224,0.45437,0.63496,0.28289,0.88923,0,0.99284,0.98165,0.99105,0.90817,0.99284,0.98165,0.99105,0.90308,0.40546,0.67689,0.22767,0.91613,0,0.000973861,0.000973861,0.000973861
44,766.482,0.44562,0.61824,0.27505,0.88998,0,0.98901,0.98624,0.99426,0.89876,0.98901,0.98624,0.99426,0.90599,0.45214,0.65804,0.24814,0.93289,0,0.000957358,0.000957358,0.000957358
