epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,27.6422,0.6877,1.51937,2.07145,0.99747,0,0.91197,0.70642,0.74332,0.64922,0.91197,0.70642,0.74547,0.67195,0.71125,0.87906,1.65189,0.89695,0,0.00045009,0.00045009,0.00045009
2,47.1001,0.66687,0.82649,0.9271,0.93455,0,0.97521,0.77847,0.78794,0.69885,0.97521,0.77847,0.78809,0.72812,0.67517,0.90849,1.38694,0.86267,0,0.000907773,0.000907773,0.000907773
3,65.4882,0.61424,0.77234,0.80302,0.92058,0,0.9892,0.76852,0.81142,0.70243,0.97072,0.75,0.79527,0.52744,0.66249,3.10951,1.05717,0.85823,0,0.00135621,0.00135621,0.00135621
4,78.6341,0.6423,0.76834,0.78582,0.92284,0,0.94619,0.94907,0.97297,0.80989,0.95068,0.94166,0.96966,0.85058,0.65235,0.89221,0.71766,0.87739,0,0.00161749,0.00161749,0.00161749
5,90.1487,0.61607,0.76939,0.71619,0.90771,0,0.59764,0.76852,0.72626,0.62813,0.59764,0.76852,0.72789,0.67237,0.73009,1.06314,2.02361,0.93801,0,0.00160099,0.00160099,0.00160099
6,102.228,0.58367,0.70466,0.64784,0.89807,0,0.91267,0.92891,0.96397,0.8246,0.91267,0.92891,0.96503,0.8366,0.56836,0.81774,0.66981,0.84102,0,0.00158448,0.00158448,0.00158448
7,115.118,0.57014,0.70224,0.59945,0.89705,0,0.98311,0.99062,0.99371,0.86614,0.98311,0.99062,0.99371,0.8683,0.57139,0.78205,0.49194,0.84844,0,0.00156798,0.00156798,0.00156798
8,128.317,0.5732,0.70238,0.5639,0.90172,0,0.99295,0.97572,0.99384,0.85761,0.98824,0.96897,0.99204,0.8784,0.57259,0.75208,0.49833,0.84211,0,0.00155148,0.00155148,0.00155148
9,140.02,0.55144,0.70643,0.51914,0.89361,0,0.83252,0.82407,0.87546,0.76528,0.83252,0.82407,0.87404,0.77395,0.55879,0.87849,0.62377,0.8463,0,0.00153497,0.00153497,0.00153497
10,153.087,0.54353,0.68764,0.50105,0.88992,0,0.99728,0.96152,0.99005,0.8545,0.99728,0.96152,0.99206,0.87236,0.5481,0.76752,0.4078,0.83268,0,0.00151847,0.00151847,0.00151847
11,166.564,0.53863,0.72318,0.47038,0.8853,0,0.98704,0.98148,0.99392,0.86119,0.98848,0.97817,0.99355,0.85616,0.54067,0.76663,0.36773,0.83523,0,0.00150197,0.00150197,0.00150197
12,177.523,0.55766,0.72593,0.47535,0.89631,0,0.98692,0.9523,0.99205,0.85757,0.98692,0.9523,0.99205,0.85654,0.56629,0.7791,0.41221,0.84617,0,0.00148546,0.00148546,0.00148546
13,188.49,0.53058,0.66339,0.45961,0.90155,0,0.99201,0.98023,0.99219,0.85884,0.99201,0.98023,0.99219,0.8603,0.54077,0.71633,0.39001,0.83867,0,0.00146896,0.00146896,0.00146896
14,200.139,0.52224,0.67573,0.43485,0.8883,0,0.991,0.9849,0.99437,0.84955,0.99575,0.98935,0.99491,0.8659,0.58199,0.74593,0.41912,0.85152,0,0.00145246,0.00145246,0.00145246
15,213.007,0.54138,0.69161,0.43547,0.89378,0,0.97137,0.98611,0.99405,0.87939,0.97137,0.98611,0.99409,0.88273,0.5247,0.72411,0.3434,0.82582,0,0.00143595,0.00143595,0.00143595
16,223.933,0.52612,0.68417,0.41593,0.89329,0,0.99469,0.99537,0.995,0.87173,0.99469,0.99537,0.995,0.88409,0.52955,0.73742,0.33321,0.83262,0,0.00141945,0.00141945,0.00141945
17,236.266,0.51381,0.64522,0.40749,0.87897,0,0.98309,0.98611,0.99312,0.85001,0.98309,0.98611,0.99405,0.85528,0.55119,0.72867,0.36029,0.83244,0,0.00140295,0.00140295,0.00140295
18,247.967,0.51382,0.62612,0.39706,0.8856,0,0.99324,0.98148,0.99459,0.8872,0.99324,0.98148,0.99459,0.85867,0.51102,0.69289,0.36128,0.84263,0,0.00138644,0.00138644,0.00138644
19,260.467,0.50136,0.64532,0.38902,0.87756,0,0.97228,0.96759,0.9886,0.85674,0.97228,0.96759,0.98895,0.87173,0.55681,0.7716,0.36223,0.83752,0,0.00136994,0.00136994,0.00136994
20,271.996,0.50485,0.68645,0.38016,0.88472,0,0.98778,0.9804,0.99337,0.88721,0.98778,0.9804,0.99337,0.88939,0.49425,0.69746,0.33533,0.82249,0,0.00135344,0.00135344,0.00135344
21,283.748,0.49767,0.64334,0.37763,0.87768,0,0.99712,0.97222,0.99031,0.87885,0.99712,0.97222,0.99031,0.88025,0.51555,0.7224,0.34669,0.82755,0,0.00133693,0.00133693,0.00133693
22,294.404,0.50609,0.63824,0.38113,0.88222,0,0.98809,0.99537,0.99453,0.89368,0.98809,0.99537,0.99453,0.89176,0.50293,0.73025,0.31857,0.81802,0,0.00132043,0.00132043,0.00132043
23,306.036,0.50966,0.64406,0.36337,0.88351,0,0.99656,0.97685,0.99424,0.88686,0.99656,0.97685,0.98985,0.87916,0.50654,0.75026,0.31166,0.82917,0,0.00130393,0.00130393,0.00130393
24,317.483,0.50781,0.6547,0.36298,0.87777,0,0.98772,0.98309,0.99371,0.86021,0.98772,0.98309,0.99371,0.85102,0.52681,0.77843,0.30162,0.83577,0,0.00128742,0.00128742,0.00128742
25,328.479,0.49393,0.66817,0.35974,0.87822,0,0.99681,0.96296,0.99281,0.89219,0.99681,0.96296,0.9925,0.87648,0.4837,0.71342,0.3222,0.8237,0,0.00127092,0.00127092,0.00127092
