epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,28.5497,0.70224,1.52789,2.06439,1.01065,0,0.99729,0.64299,0.75794,0.68972,0.99729,0.64299,0.75852,0.69888,0.63477,0.9402,1.89401,0.85774,0,0.00045009,0.00045009,0.00045009
2,44.0778,0.63852,0.83269,0.8955,0.92407,0,0.99288,0.75688,0.79892,0.70339,0.99021,0.75688,0.80929,0.73002,0.72578,0.84396,1.6448,0.86108,0,0.000907773,0.000907773,0.000907773
3,63.2797,0.64896,0.80064,0.84691,0.93843,0,0.93176,0.72616,0.81195,0.71232,0.93176,0.72616,0.81412,0.74296,0.71201,0.89675,1.31655,0.893,0,0.00135621,0.00135621,0.00135621
4,75.9683,0.67208,0.79351,0.77784,0.92691,0,0.95209,0.8578,0.94123,0.78397,0.95209,0.8578,0.94125,0.80008,0.66338,0.82532,0.82412,0.86971,0,0.00161749,0.00161749,0.00161749
5,87.9739,0.62401,0.76719,0.70324,0.91826,0,0.99071,0.96595,0.98082,0.82673,0.99559,0.96994,0.98552,0.84357,0.65907,0.93104,0.69979,0.87644,0,0.00160099,0.00160099,0.00160099
6,100.324,0.59141,0.76304,0.65648,0.90793,0,0.97096,0.9359,0.98154,0.82832,0.96575,0.93131,0.97892,0.85112,0.6057,0.89395,0.69125,0.85676,0,0.00158448,0.00158448,0.00158448
7,111.858,0.57569,0.71959,0.60781,0.90233,0,0.98848,0.98151,0.99076,0.81683,0.98848,0.98151,0.9918,0.83181,0.61076,0.73631,0.57468,0.86693,0,0.00156798,0.00156798,0.00156798
8,125.821,0.57431,0.742,0.58792,0.91166,0,0.97762,0.93974,0.99261,0.86496,0.97762,0.93974,0.99463,0.87085,0.53508,0.70676,0.55009,0.81872,0,0.00155148,0.00155148,0.00155148
9,136.533,0.58438,0.75697,0.54644,0.91067,0,0.87266,0.7662,0.97934,0.8381,0.87266,0.7662,0.98223,0.85317,0.56971,0.74449,0.7024,0.84531,0,0.00153497,0.00153497,0.00153497
10,148.806,0.56146,0.69692,0.50944,0.89543,0,0.99125,0.99187,0.99486,0.87455,0.99125,0.99187,0.99486,0.88726,0.50804,0.64704,0.44487,0.82776,0,0.00151847,0.00151847,0.00151847
11,160.017,0.54207,0.7173,0.47984,0.89231,0,0.9239,0.87336,0.9354,0.81167,0.9239,0.87336,0.93593,0.82921,0.58843,0.7862,0.68194,0.86085,0,0.00150197,0.00150197,0.00150197
12,171.365,0.55946,0.71864,0.48481,0.90424,0,0.99675,0.98037,0.99225,0.83965,0.99675,0.98037,0.98849,0.87423,0.58119,0.77293,0.46052,0.86439,0,0.00148546,0.00148546,0.00148546
13,183.383,0.54526,0.68856,0.46823,0.91377,0,0.99211,0.97623,0.99331,0.88863,0.99689,0.98074,0.9939,0.88585,0.50877,0.72015,0.41851,0.82888,0,0.00146896,0.00146896,0.00146896
14,193.639,0.53,0.67156,0.43757,0.89375,0,0.9911,0.98871,0.99472,0.87915,0.9911,0.98871,0.99472,0.87379,0.52289,0.68996,0.41614,0.84094,0,0.00145246,0.00145246,0.00145246
15,205.491,0.55501,0.732,0.45938,0.90074,0,0.99076,0.98624,0.99375,0.87293,0.99076,0.98624,0.9944,0.87202,0.49596,0.716,0.37317,0.83721,0,0.00143595,0.00143595,0.00143595
16,216.949,0.52722,0.69041,0.42061,0.88859,0,0.99137,0.98624,0.99122,0.88907,0.99339,0.99541,0.995,0.88761,0.49025,0.68547,0.35663,0.82504,0,0.00141945,0.00141945,0.00141945
17,227.473,0.519,0.67991,0.40776,0.89511,0,0.98277,0.99263,0.99354,0.89298,0.98277,0.99263,0.99354,0.88895,0.47514,0.67739,0.34419,0.82277,0,0.00140295,0.00140295,0.00140295
18,239.314,0.51429,0.65877,0.39849,0.88671,0,0.98766,0.98814,0.99436,0.89411,0.98766,0.98814,0.99436,0.89219,0.47613,0.65592,0.36234,0.82487,0,0.00138644,0.00138644,0.00138644
19,250.233,0.50353,0.65152,0.38924,0.88919,0,0.9906,0.96875,0.99342,0.87133,0.9906,0.96875,0.99342,0.88065,0.51947,0.7197,0.40113,0.84397,0,0.00136994,0.00136994,0.00136994
20,262.166,0.51186,0.65831,0.37922,0.89072,0,0.99351,0.96413,0.98571,0.88365,0.99578,0.97248,0.98834,0.87039,0.49711,0.70846,0.39895,0.83329,0,0.00135344,0.00135344,0.00135344
21,273.288,0.50454,0.65878,0.37867,0.887,0,0.99184,0.98624,0.99422,0.88401,0.99184,0.98624,0.99422,0.88897,0.49393,0.65056,0.37345,0.83437,0,0.00133693,0.00133693,0.00133693
22,285.218,0.51163,0.65178,0.37883,0.88788,0,0.97899,0.97924,0.99012,0.8767,0.97899,0.97924,0.99012,0.86453,0.5171,0.72658,0.3727,0.82657,0,0.00132043,0.00132043,0.00132043
23,296.738,0.51519,0.66092,0.37491,0.88052,0,0.991,0.97338,0.98954,0.89107,0.991,0.97338,0.98954,0.87984,0.46701,0.66728,0.4093,0.82966,0,0.00130393,0.00130393,0.00130393
24,308.073,0.51279,0.64868,0.36737,0.88519,0,0.99029,0.99541,0.99491,0.88906,0.99029,0.99541,0.99491,0.88484,0.47445,0.67132,0.30883,0.81723,0,0.00128742,0.00128742,0.00128742
25,319.381,0.50882,0.63736,0.35429,0.88512,0,0.9934,0.97706,0.99231,0.8975,0.9934,0.97706,0.9934,0.90122,0.47405,0.67837,0.32273,0.82372,0,0.00127092,0.00127092,0.00127092
26,330.251,0.51188,0.67515,0.35877,0.88864,0,0.98772,0.99927,0.99491,0.89412,0.98772,0.99927,0.99491,0.89943,0.53691,0.67401,0.32607,0.83152,0,0.00125442,0.00125442,0.00125442
27,341.412,0.48129,0.61889,0.34667,0.8778,0,0.99179,0.99541,0.99486,0.91211,0.99179,0.99541,0.99486,0.90151,0.46277,0.65018,0.31491,0.82128,0,0.00123791,0.00123791,0.00123791
28,352.37,0.49085,0.63111,0.34801,0.88309,0,0.99173,0.98624,0.99427,0.89973,0.99173,0.98624,0.99427,0.89019,0.46844,0.64377,0.32167,0.81761,0,0.00122141,0.00122141,0.00122141
29,363.356,0.48873,0.64037,0.34237,0.88156,0,0.99157,0.99756,0.99495,0.90416,0.99157,0.99756,0.99495,0.89404,0.48899,0.66806,0.3117,0.81895,0,0.00120491,0.00120491,0.00120491
30,374.133,0.47672,0.60154,0.34577,0.87475,0,0.98733,0.97248,0.98751,0.89098,0.98733,0.97248,0.98751,0.89404,0.50267,0.69606,0.36095,0.83595,0,0.0011884,0.0011884,0.0011884
31,384.598,0.48699,0.63577,0.35069,0.88179,0,0.99721,0.98816,0.99491,0.87547,0.99721,0.98816,0.99491,0.88932,0.51379,0.67362,0.3347,0.83348,0,0.0011719,0.0011719,0.0011719
32,396.914,0.50773,0.65057,0.36094,0.88431,0,0.99755,1,0.995,0.90112,0.99755,1,0.995,0.8867,0.45416,0.66436,0.2907,0.81491,0,0.0011554,0.0011554,0.0011554
33,407.579,0.4871,0.63251,0.3346,0.87907,0,0.95063,0.9789,0.98646,0.90299,0.95063,0.9789,0.98646,0.8892,0.44413,0.66484,0.3242,0.81195,0,0.00113889,0.00113889,0.00113889
34,418.424,0.48756,0.63303,0.32909,0.87919,0,0.99216,0.99494,0.99491,0.91286,0.99676,0.99951,0.995,0.89996,0.44749,0.63751,0.28679,0.81061,0,0.00112239,0.00112239,0.00112239
35,428.966,0.48876,0.63481,0.33305,0.88431,0,0.99247,0.99541,0.99495,0.88468,0.99706,1,0.995,0.88716,0.50364,0.67594,0.30495,0.83795,0,0.00110589,0.00110589,0.00110589
36,439.782,0.46786,0.61638,0.31866,0.87026,0,0.99648,0.99541,0.995,0.90991,0.99648,0.99541,0.995,0.89981,0.45021,0.63714,0.29651,0.81834,0,0.00108938,0.00108938,0.00108938
37,449.912,0.47089,0.62495,0.30901,0.87538,0,0.99343,0.98574,0.99468,0.90603,0.99343,0.98574,0.99468,0.89008,0.46193,0.6802,0.28167,0.81388,0,0.00107288,0.00107288,0.00107288
38,460.961,0.47303,0.62903,0.31695,0.86917,0,0.99225,0.99083,0.99352,0.89617,0.99225,0.99083,0.9945,0.89446,0.47995,0.67373,0.31438,0.83086,0,0.00105638,0.00105638,0.00105638
39,471.566,0.47795,0.61668,0.32322,0.88297,0,0.99856,0.98624,0.99482,0.91724,0.99801,0.99349,0.995,0.90698,0.48228,0.66289,0.28446,0.81761,0,0.00103987,0.00103987,0.00103987
40,481.958,0.48556,0.61801,0.31504,0.88005,0,0.98737,0.97706,0.98328,0.87685,0.98348,0.98098,0.98404,0.88444,0.52761,0.69066,0.31901,0.84013,0,0.00102337,0.00102337,0.00102337
41,492.313,0.4915,0.64041,0.31714,0.88209,0,0.9975,1,0.995,0.9036,0.9975,1,0.995,0.89259,0.46656,0.63004,0.27468,0.8168,0,0.00100687,0.00100687,0.00100687
42,503.611,0.4618,0.60953,0.30535,0.86817,0,0.98412,0.99175,0.99416,0.91559,0.98412,0.99175,0.99416,0.90663,0.44918,0.65213,0.27192,0.81262,0,0.000990365,0.000990365,0.000990365
43,514.199,0.46025,0.59399,0.30101,0.8681,0,0.98839,0.99925,0.99477,0.9138,0.98839,0.99925,0.99477,0.89569,0.45763,0.65989,0.26732,0.81558,0,0.000973861,0.000973861,0.000973861
44,525.105,0.44502,0.58031,0.29613,0.86819,0,0.99677,1,0.995,0.92152,0.99677,1,0.995,0.9129,0.43669,0.62746,0.27461,0.79824,0,0.000957358,0.000957358,0.000957358
45,535.669,0.46603,0.6004,0.30436,0.86837,0,0.99237,1,0.995,0.92005,0.99237,1,0.995,0.91276,0.46883,0.63624,0.29072,0.81373,0,0.000940855,0.000940855,0.000940855
46,546.177,0.47842,0.62707,0.31217,0.86812,0,0.98826,0.98624,0.99376,0.9117,0.99289,0.99083,0.99461,0.90325,0.48655,0.69704,0.32081,0.83788,0,0.000924352,0.000924352,0.000924352
47,556.571,0.45288,0.61186,0.29672,0.86833,0,0.99789,0.99083,0.99495,0.91172,0.99789,0.99083,0.99495,0.9072,0.46705,0.64051,0.27907,0.812,0,0.000907848,0.000907848,0.000907848
48,567.807,0.44975,0.58296,0.29269,0.87215,0,0.99247,0.99083,0.99486,0.90359,0.99183,0.9991,0.99491,0.90979,0.47095,0.62828,0.25166,0.80932,0,0.000891345,0.000891345,0.000891345
