epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,28.1385,0.70506,1.49813,2.08119,0.99396,0,0.99635,0.68723,0.85587,0.73896,0.99635,0.68723,0.85581,0.76389,0.59652,0.91582,1.72259,0.86019,0,0.00045009,0.00045009,0.00045009
2,44.58,0.65778,0.84664,0.92632,0.92928,0,0.97948,0.83183,0.84877,0.76395,0.97948,0.83183,0.84898,0.78329,0.58452,0.8214,1.60533,0.86359,0,0.000907773,0.000907773,0.000907773
3,60.1226,0.65631,0.83431,0.87482,0.94332,0,0.86963,0.80923,0.82415,0.71952,0.86963,0.80923,0.82457,0.74849,0.64925,0.97954,1.08206,0.88078,0,0.00135621,0.00135621,0.00135621
4,73.042,0.6444,0.79831,0.79726,0.92948,0,0.9092,0.78704,0.84444,0.7403,0.9092,0.78704,0.84444,0.78701,0.58503,0.74064,0.95076,0.85667,0,0.00161749,0.00161749,0.00161749
5,86.0922,0.63269,0.84709,0.72162,0.92171,0,0.9894,0.84722,0.94227,0.82599,0.94252,0.88923,0.94629,0.84339,0.49197,0.73817,0.62358,0.81644,0,0.00160099,0.00160099,0.00160099
6,99.8156,0.58302,0.735,0.64464,0.89942,0,0.97847,0.98236,0.99231,0.87042,0.97847,0.98236,0.99231,0.89776,0.47303,0.68463,0.4939,0.8086,0,0.00158448,0.00158448,0.00158448
7,113.565,0.5977,0.73268,0.60239,0.90971,0,0.98828,0.97681,0.99358,0.89352,0.98828,0.97681,0.99358,0.89521,0.47009,0.59917,0.50983,0.81417,0,0.00156798,0.00156798,0.00156798
8,124.911,0.5825,0.71764,0.58438,0.90448,0,0.9843,0.97222,0.99265,0.87365,0.9843,0.97222,0.99265,0.87019,0.49835,0.60234,0.48285,0.81908,0,0.00155148,0.00155148,0.00155148
9,136.451,0.57735,0.71494,0.54928,0.90727,0,0.9875,0.95833,0.99035,0.87223,0.9875,0.95833,0.99035,0.89016,0.48702,0.6338,0.44533,0.81592,0,0.00153497,0.00153497,0.00153497
10,147.459,0.56184,0.69094,0.52051,0.89611,0,0.992,0.99074,0.99439,0.89302,0.992,0.99074,0.99439,0.89725,0.4629,0.58802,0.42261,0.81537,0,0.00151847,0.00151847,0.00151847
11,159.313,0.55558,0.70814,0.48674,0.88966,0,0.97828,0.99464,0.99252,0.89423,0.97828,0.99464,0.99252,0.87267,0.44331,0.60817,0.39182,0.81269,0,0.00150197,0.00150197,0.00150197
12,170.518,0.55806,0.70539,0.48367,0.89858,0,0.98775,0.99128,0.9927,0.8736,0.97871,0.99261,0.99204,0.89522,0.48492,0.59032,0.37784,0.81235,0,0.00148546,0.00148546,0.00148546
13,181.775,0.55455,0.71047,0.47342,0.9073,0,0.98335,0.98591,0.99132,0.90688,0.98335,0.98591,0.99132,0.88521,0.41911,0.64044,0.34753,0.79544,0,0.00146896,0.00146896,0.00146896
14,194.754,0.53355,0.69553,0.45219,0.89571,0,0.96951,0.96759,0.99087,0.87351,0.96951,0.96759,0.99087,0.88058,0.49847,0.6517,0.3761,0.80843,0,0.00145246,0.00145246,0.00145246
15,206.526,0.53831,0.75303,0.44021,0.89355,0,0.97453,0.99445,0.99116,0.89466,0.97453,0.99445,0.99116,0.88406,0.44983,0.608,0.36797,0.82227,0,0.00143595,0.00143595,0.00143595
16,220.795,0.52688,0.67647,0.4173,0.88886,0,0.9844,0.99537,0.99008,0.86152,0.9844,0.99537,0.99008,0.87051,0.48714,0.57055,0.38621,0.82895,0,0.00141945,0.00141945,0.00141945
17,232.676,0.51277,0.65482,0.41347,0.88445,0,0.98268,0.99537,0.99279,0.88182,0.98268,0.99537,0.99279,0.87395,0.43569,0.56862,0.3671,0.8152,0,0.00140295,0.00140295,0.00140295
