epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,35.7995,0.71784,1.80994,2.36355,1.09557,0,1,0.41168,0.8204,0.71213,1,0.41168,0.82685,0.75412,0.63856,1.03158,2.38091,1.08285,0,0.00045009,0.00045009,0.00045009
2,60.5838,0.62397,0.86865,1.20505,0.98556,0,0.94981,0.78899,0.81442,0.67603,0.94981,0.78899,0.81455,0.70089,0.72275,1.22957,1.99534,1.11627,0,0.000907773,0.000907773,0.000907773
3,79.7553,0.62023,0.85965,1.08679,0.99056,0,0.92391,0.76147,0.84699,0.73077,0.9328,0.76606,0.85116,0.76864,0.71559,0.97312,1.59398,1.09261,0,0.00135621,0.00135621,0.00135621
4,96.8592,0.61603,0.82142,0.99348,0.9635,0,0.87858,0.63303,0.69367,0.58564,0.87858,0.63303,0.69499,0.60997,0.76327,1.2115,1.55842,1.12376,0,0.00161749,0.00161749,0.00161749
5,113.746,0.60993,0.76213,0.87084,0.95441,0,0.97232,0.83024,0.96398,0.7917,0.97232,0.83024,0.96497,0.84786,0.62137,0.75504,0.8746,1.05936,0,0.00160099,0.00160099,0.00160099
6,130.723,0.57841,0.78276,0.75972,0.94118,0,0.97911,0.99083,0.99252,0.84973,0.97911,0.99083,0.99252,0.89243,0.55008,0.76447,0.64988,0.99256,0,0.00158448,0.00158448,0.00158448
7,147.532,0.58436,0.75915,0.70187,0.94416,0,0.98667,0.99083,0.99269,0.84719,0.98667,0.99083,0.99269,0.88259,0.58731,0.75754,0.7018,1.02806,0,0.00156798,0.00156798,0.00156798
8,164.347,0.57825,0.76592,0.67267,0.94802,0,0.98567,0.975,0.99208,0.87091,0.98567,0.975,0.99208,0.89009,0.53624,0.80221,0.57358,0.99536,0,0.00155148,0.00155148,0.00155148
9,181.162,0.57131,0.75968,0.60939,0.9523,0,0.99714,0.97581,0.98714,0.8589,0.99714,0.97581,0.98714,0.89806,0.52773,0.7206,0.48545,0.98551,0,0.00153497,0.00153497,0.00153497
10,197.811,0.54587,0.74907,0.55688,0.93798,0,0.99269,0.97706,0.98977,0.85505,0.99269,0.97706,0.98977,0.8987,0.54007,0.72201,0.49933,0.99239,0,0.00151847,0.00151847,0.00151847
11,214.359,0.52712,0.72959,0.51514,0.92293,0,0.99755,0.98624,0.99385,0.8687,0.99753,0.98986,0.99495,0.8995,0.52269,0.68806,0.43794,0.96347,0,0.00150197,0.00150197,0.00150197
12,231.438,0.5334,0.72404,0.49002,0.92152,0,0.9993,0.90338,0.96693,0.86012,0.9993,0.90338,0.97062,0.88138,0.50139,0.71997,0.51043,0.96838,0,0.00148546,0.00148546,0.00148546
