epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,36.4535,0.70348,1.72351,2.32117,1.07468,0,0.00809,0.88991,0.85678,0.7578,0.00827,0.93119,0.86422,0.77066,0.57628,1.10295,2.63397,0.99082,0,0.00045009,0.00045009,0.00045009
2,60.673,0.62646,0.843,1.18115,0.97783,0,0.89062,0.73853,0.78976,0.65726,0.90795,0.75274,0.81117,0.70722,0.72817,1.04533,2.14609,1.07794,0,0.000907773,0.000907773,0.000907773
3,81.5096,0.6213,0.82191,1.08277,0.97622,0,0.95115,0.77064,0.88057,0.72304,0.95115,0.77064,0.88495,0.74459,0.69798,1.05099,1.6023,1.09347,0,0.00135621,0.00135621,0.00135621
4,98.4613,0.61788,0.79619,0.96956,0.95289,0,0.92603,0.70642,0.77371,0.67054,0.94571,0.7156,0.78324,0.69286,0.65124,0.99304,1.15968,1.06275,0,0.00161749,0.00161749,0.00161749
5,115.496,0.57391,0.74092,0.84305,0.94335,0,0.97055,0.88991,0.9412,0.80722,0.97055,0.88991,0.94188,0.82905,0.55921,0.9228,0.7729,1.00177,0,0.00160099,0.00160099,0.00160099
6,132.585,0.57861,0.72728,0.74557,0.94108,0,0.97266,0.96304,0.97673,0.81307,0.97149,0.9633,0.97801,0.83687,0.59799,0.86507,0.65991,1.00863,0,0.00158448,0.00158448,0.00158448
7,149.444,0.55326,0.73428,0.67666,0.93484,0,0.97247,0.98165,0.99239,0.84861,0.97699,0.98624,0.99331,0.86779,0.55541,0.85786,0.57289,1.00199,0,0.00156798,0.00156798,0.00156798
8,166.539,0.55155,0.7478,0.63532,0.93351,0,0.98143,0.98165,0.99297,0.83934,0.9768,0.97706,0.99086,0.86595,0.54372,0.85202,0.5849,0.98425,0,0.00155148,0.00155148,0.00155148
9,183.493,0.55883,0.74614,0.60815,0.94598,0,0.96701,0.9633,0.98347,0.84266,0.96701,0.9633,0.98091,0.8441,0.57115,0.95031,0.49528,0.98867,0,0.00153497,0.00153497,0.00153497
10,200.547,0.55513,0.74033,0.56371,0.92612,0,0.97474,0.97248,0.99039,0.83148,0.97474,0.97248,0.99039,0.86354,0.59269,0.79287,0.44992,1.01595,0,0.00151847,0.00151847,0.00151847
11,217.338,0.54357,0.72326,0.50408,0.93202,0,0.98814,0.92237,0.98668,0.84416,0.98814,0.92237,0.98763,0.85988,0.52435,0.79232,0.42913,0.97803,0,0.00150197,0.00150197,0.00150197
12,234.228,0.52454,0.69404,0.48554,0.91796,0,0.96446,0.97706,0.98092,0.84418,0.98255,0.95413,0.98307,0.84941,0.53886,0.808,0.52428,0.98371,0,0.00148546,0.00148546,0.00148546
13,251.037,0.53986,0.73252,0.48366,0.93782,0,0.99524,0.98624,0.99447,0.85037,0.99524,0.98624,0.99266,0.86381,0.52178,0.76086,0.37277,0.95903,0,0.00146896,0.00146896,0.00146896
14,268.015,0.49965,0.66348,0.41681,0.91018,0,0.98266,0.98503,0.99356,0.8459,0.98266,0.98503,0.99356,0.85529,0.52807,0.77988,0.36722,0.97303,0,0.00145246,0.00145246,0.00145246
15,284.719,0.53097,0.71873,0.43231,0.92219,0,0.99121,0.97706,0.99331,0.86567,0.99121,0.97706,0.99388,0.86994,0.5338,0.76656,0.35186,0.97707,0,0.00143595,0.00143595,0.00143595
16,301.487,0.51468,0.66426,0.40179,0.91408,0,0.97572,0.9633,0.98685,0.84189,0.98055,0.96789,0.98791,0.83345,0.55712,0.89566,0.35761,0.99165,0,0.00141945,0.00141945,0.00141945
17,318.262,0.50115,0.67839,0.38632,0.91393,0,0.96894,0.9751,0.98913,0.84985,0.96894,0.9751,0.98892,0.8576,0.50545,0.8511,0.34095,0.97042,0,0.00140295,0.00140295,0.00140295
18,334.929,0.49441,0.67967,0.38236,0.91464,0,0.99742,0.99083,0.99491,0.8659,0.99742,0.99083,0.99491,0.87305,0.51024,0.76359,0.30207,0.95482,0,0.00138644,0.00138644,0.00138644
